REF                                                                                                                                               TYPE                                                      DIGEST                                                                  SIZE      PLATFORMS                                                                    LABELS                                                                                       
docker.io/rancher/shell@sha256:11cb2f9f81550b65509e6f9ca2167500096fd1f924b0527e14d4cf26ee5838f3                                                   application/vnd.oci.image.manifest.v1+json                sha256:11cb2f9f81550b65509e6f9ca2167500096fd1f924b0527e14d4cf26ee5838f3 340.6 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
docker.io/rancher/support-bundle-kit:v0.0.86                                                                                                      application/vnd.oci.image.manifest.v1+json                sha256:e053588942b0f141385613b5acb1cf5479ee1a7e447abf854fd9b7e52109d0ca 246.9 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
docker.io/rancher/support-bundle-kit@sha256:e053588942b0f141385613b5acb1cf5479ee1a7e447abf854fd9b7e52109d0ca                                      application/vnd.oci.image.manifest.v1+json                sha256:e053588942b0f141385613b5acb1cf5479ee1a7e447abf854fd9b7e52109d0ca 246.9 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
docker.io/rancher/system-agent:v0.3.16-suc                                                                                                        application/vnd.oci.image.manifest.v1+json                sha256:03b6282e323b9caccafde0b43f25dfc4445e6b63b7b10de315482ef372198f41 151.2 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
docker.io/rancher/system-agent@sha256:03b6282e323b9caccafde0b43f25dfc4445e6b63b7b10de315482ef372198f41                                            application/vnd.oci.image.manifest.v1+json                sha256:03b6282e323b9caccafde0b43f25dfc4445e6b63b7b10de315482ef372198f41 151.2 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
docker.io/rancher/system-upgrade-controller:v0.19.1                                                                                               application/vnd.oci.image.manifest.v1+json                sha256:35b84a246f2b38b518c9db4e9c5413e129a871f6d905b877995a94297bc64a71 48.8 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
docker.io/rancher/system-upgrade-controller@sha256:35b84a246f2b38b518c9db4e9c5413e129a871f6d905b877995a94297bc64a71                               application/vnd.oci.image.manifest.v1+json                sha256:35b84a246f2b38b518c9db4e9c5413e129a871f6d905b877995a94297bc64a71 48.8 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
docker.io/rancher/turtles:v0.26.2                                                                                                                 application/vnd.oci.image.manifest.v1+json                sha256:56107b55edcf81e2397e9fd1fa6ce70cb5fce4fb0774123bda8da4bfe44b1f4d 76.3 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
docker.io/rancher/turtles@sha256:56107b55edcf81e2397e9fd1fa6ce70cb5fce4fb0774123bda8da4bfe44b1f4d                                                 application/vnd.oci.image.manifest.v1+json                sha256:56107b55edcf81e2397e9fd1fa6ce70cb5fce4fb0774123bda8da4bfe44b1f4d 76.3 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
ghcr.io/k8snetworkplumbingwg/whereabouts:v0.9.3                                                                                                   application/vnd.oci.image.manifest.v1+json                sha256:dd0afd47afd5d0783460ec4c0354d922006c9b9dc497b030765b6f0119800904 125.7 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
ghcr.io/k8snetworkplumbingwg/whereabouts@sha256:dd0afd47afd5d0783460ec4c0354d922006c9b9dc497b030765b6f0119800904                                  application/vnd.oci.image.manifest.v1+json                sha256:dd0afd47afd5d0783460ec4c0354d922006c9b9dc497b030765b6f0119800904 125.7 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
registry.k8s.io/descheduler/descheduler:v0.33.0                                                                                                   application/vnd.oci.image.manifest.v1+json                sha256:fe667507d395f48f35e22bf8b22c764e75cf4197e0653c59cf87139cb27855b5 113.3 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
registry.k8s.io/descheduler/descheduler@sha256:fe667507d395f48f35e22bf8b22c764e75cf4197e0653c59cf87139cb27855b5                                   application/vnd.oci.image.manifest.v1+json                sha256:fe667507d395f48f35e22bf8b22c764e75cf4197e0653c59cf87139cb27855b5 113.3 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
registry.k8s.io/sig-storage/csi-attacher:v4.4.2                                                                                                   application/vnd.docker.distribution.manifest.list.v2+json sha256:11b955fe4da278aa0e8ca9d6fd70758f2aec4b0c1e23168c665ca345260f1882 25.5 MiB  linux/amd64,linux/arm/v7,linux/arm64,linux/ppc64le,linux/s390x               io.cri-containerd.image=managed                                                              
registry.k8s.io/sig-storage/csi-attacher@sha256:11b955fe4da278aa0e8ca9d6fd70758f2aec4b0c1e23168c665ca345260f1882                                  application/vnd.docker.distribution.manifest.list.v2+json sha256:11b955fe4da278aa0e8ca9d6fd70758f2aec4b0c1e23168c665ca345260f1882 25.5 MiB  linux/amd64,linux/arm/v7,linux/arm64,linux/ppc64le,linux/s390x               io.cri-containerd.image=managed                                                              
registry.k8s.io/sig-storage/csi-node-driver-registrar:v2.9.2                                                                                      application/vnd.docker.distribution.manifest.list.v2+json sha256:a18e989a93722e43885120e90bc1d0da0740fcbf44bc10403572b368b9800606 10.3 MiB  linux/amd64,linux/arm/v7,linux/arm64,linux/ppc64le,linux/s390x,windows/amd64 io.cri-containerd.image=managed                                                              
registry.k8s.io/sig-storage/csi-node-driver-registrar@sha256:a18e989a93722e43885120e90bc1d0da0740fcbf44bc10403572b368b9800606                     application/vnd.docker.distribution.manifest.list.v2+json sha256:a18e989a93722e43885120e90bc1d0da0740fcbf44bc10403572b368b9800606 10.3 MiB  linux/amd64,linux/arm/v7,linux/arm64,linux/ppc64le,linux/s390x,windows/amd64 io.cri-containerd.image=managed                                                              
registry.k8s.io/sig-storage/csi-provisioner:v3.6.2                                                                                                application/vnd.docker.distribution.manifest.list.v2+json sha256:49b94f975603d85a1820b72b1188e5b351d122011b3e5351f98c49d72719aa78 27.4 MiB  linux/amd64,linux/arm/v7,linux/arm64,linux/ppc64le,linux/s390x               io.cri-containerd.image=managed                                                              
registry.k8s.io/sig-storage/csi-provisioner@sha256:49b94f975603d85a1820b72b1188e5b351d122011b3e5351f98c49d72719aa78                               application/vnd.docker.distribution.manifest.list.v2+json sha256:49b94f975603d85a1820b72b1188e5b351d122011b3e5351f98c49d72719aa78 27.4 MiB  linux/amd64,linux/arm/v7,linux/arm64,linux/ppc64le,linux/s390x               io.cri-containerd.image=managed                                                              
registry.k8s.io/sig-storage/csi-resizer:v1.9.2                                                                                                    application/vnd.docker.distribution.manifest.list.v2+json sha256:e998f22243869416f9860fc6a1fb07d4202eac8846defc1b85ebd015c1207605 25.8 MiB  linux/amd64,linux/arm/v7,linux/arm64,linux/ppc64le,linux/s390x               io.cri-containerd.image=managed                                                              
registry.k8s.io/sig-storage/csi-resizer@sha256:e998f22243869416f9860fc6a1fb07d4202eac8846defc1b85ebd015c1207605                                   application/vnd.docker.distribution.manifest.list.v2+json sha256:e998f22243869416f9860fc6a1fb07d4202eac8846defc1b85ebd015c1207605 25.8 MiB  linux/amd64,linux/arm/v7,linux/arm64,linux/ppc64le,linux/s390x               io.cri-containerd.image=managed                                                              
registry.k8s.io/sig-storage/csi-snapshotter:v6.3.4                                                                                                application/vnd.docker.distribution.manifest.list.v2+json sha256:bb66be8355958e600e32026e6a1742c86d0cc54401ca53b98a0234bf32636e36 25.6 MiB  linux/amd64,linux/arm/v7,linux/arm64,linux/ppc64le,linux/s390x               io.cri-containerd.image=managed                                                              
registry.k8s.io/sig-storage/csi-snapshotter@sha256:bb66be8355958e600e32026e6a1742c86d0cc54401ca53b98a0234bf32636e36                               application/vnd.docker.distribution.manifest.list.v2+json sha256:bb66be8355958e600e32026e6a1742c86d0cc54401ca53b98a0234bf32636e36 25.6 MiB  linux/amd64,linux/arm/v7,linux/arm64,linux/ppc64le,linux/s390x               io.cri-containerd.image=managed                                                              
registry.k8s.io/sig-storage/livenessprobe:v2.12.0                                                                                                 application/vnd.docker.distribution.manifest.list.v2+json sha256:5baeb4a6d7d517434292758928bb33efc6397368cbb48c8a4cf29496abf4e987 12.8 MiB  linux/amd64,linux/arm/v7,linux/arm64,linux/ppc64le,linux/s390x,windows/amd64 io.cri-containerd.image=managed                                                              
registry.k8s.io/sig-storage/livenessprobe@sha256:5baeb4a6d7d517434292758928bb33efc6397368cbb48c8a4cf29496abf4e987                                 application/vnd.docker.distribution.manifest.list.v2+json sha256:5baeb4a6d7d517434292758928bb33efc6397368cbb48c8a4cf29496abf4e987 12.8 MiB  linux/amd64,linux/arm/v7,linux/arm64,linux/ppc64le,linux/s390x,windows/amd64 io.cri-containerd.image=managed                                                              
registry.k8s.io/sig-storage/snapshot-controller:v8.5.0                                                                                            application/vnd.oci.image.manifest.v1+json                sha256:6472524ba4193af06b7f7eda6472215136ef417bb9295b447941af74afc8d098 88.5 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
registry.k8s.io/sig-storage/snapshot-controller@sha256:6472524ba4193af06b7f7eda6472215136ef417bb9295b447941af74afc8d098                           application/vnd.oci.image.manifest.v1+json                sha256:6472524ba4193af06b7f7eda6472215136ef417bb9295b447941af74afc8d098 88.5 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
registry.suse.com/bci/bci-base:16.0                                                                                                               application/vnd.oci.image.manifest.v1+json                sha256:30ab068905dc85a236f05faa646ebe88de48652985e27d5d7ca3c64b2100331f 95.4 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
registry.suse.com/bci/bci-base@sha256:30ab068905dc85a236f05faa646ebe88de48652985e27d5d7ca3c64b2100331f                                            application/vnd.oci.image.manifest.v1+json                sha256:30ab068905dc85a236f05faa646ebe88de48652985e27d5d7ca3c64b2100331f 95.4 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
registry.suse.com/suse/sles/15.7/cdi-apiserver:1.64.0-150700.9.6.1                                                                                application/vnd.oci.image.manifest.v1+json                sha256:4f201746a3bce8da14c5c7f295b9288d6bc1a0c0d0ce4ecfcd324397b5b95b2b 181.6 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
registry.suse.com/suse/sles/15.7/cdi-apiserver@sha256:4f201746a3bce8da14c5c7f295b9288d6bc1a0c0d0ce4ecfcd324397b5b95b2b                            application/vnd.oci.image.manifest.v1+json                sha256:4f201746a3bce8da14c5c7f295b9288d6bc1a0c0d0ce4ecfcd324397b5b95b2b 181.6 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
registry.suse.com/suse/sles/15.7/cdi-cloner:1.64.0-150700.9.6.1                                                                                   application/vnd.oci.image.manifest.v1+json                sha256:7d8ee775840a557fb31c4704bda102f8fb48fd5b589f82cb03923890fa851521 146.0 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
registry.suse.com/suse/sles/15.7/cdi-cloner@sha256:7d8ee775840a557fb31c4704bda102f8fb48fd5b589f82cb03923890fa851521                               application/vnd.oci.image.manifest.v1+json                sha256:7d8ee775840a557fb31c4704bda102f8fb48fd5b589f82cb03923890fa851521 146.0 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
registry.suse.com/suse/sles/15.7/cdi-controller:1.64.0-150700.9.6.1                                                                               application/vnd.oci.image.manifest.v1+json                sha256:d05b033cd83c49ceba0835a9bd775778251e08e9a31e6f5b5d2626ca9a3d20ef 173.2 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
registry.suse.com/suse/sles/15.7/cdi-controller@sha256:d05b033cd83c49ceba0835a9bd775778251e08e9a31e6f5b5d2626ca9a3d20ef                           application/vnd.oci.image.manifest.v1+json                sha256:d05b033cd83c49ceba0835a9bd775778251e08e9a31e6f5b5d2626ca9a3d20ef 173.2 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
registry.suse.com/suse/sles/15.7/cdi-importer:1.64.0-150700.9.6.1                                                                                 application/vnd.oci.image.manifest.v1+json                sha256:b3a951ce899512b4b6f6d2c7e0c5fe7f8273adec64b354ee6ab8fcfda6af246e 327.0 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
registry.suse.com/suse/sles/15.7/cdi-importer@sha256:b3a951ce899512b4b6f6d2c7e0c5fe7f8273adec64b354ee6ab8fcfda6af246e                             application/vnd.oci.image.manifest.v1+json                sha256:b3a951ce899512b4b6f6d2c7e0c5fe7f8273adec64b354ee6ab8fcfda6af246e 327.0 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
registry.suse.com/suse/sles/15.7/cdi-operator:1.64.0-150700.9.6.1                                                                                 application/vnd.oci.image.manifest.v1+json                sha256:2af54e7da915324fa64c074d802d9053ad95c92cd7300f937ecd37fe93680770 189.6 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
registry.suse.com/suse/sles/15.7/cdi-operator@sha256:2af54e7da915324fa64c074d802d9053ad95c92cd7300f937ecd37fe93680770                             application/vnd.oci.image.manifest.v1+json                sha256:2af54e7da915324fa64c074d802d9053ad95c92cd7300f937ecd37fe93680770 189.6 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
registry.suse.com/suse/sles/15.7/cdi-uploadproxy:1.64.0-150700.9.6.1                                                                              application/vnd.oci.image.manifest.v1+json                sha256:6cc5cc7bc8485c036209299b0ba1d50d2b416bccfa5999ab5d6e73bb60f963fb 177.5 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
registry.suse.com/suse/sles/15.7/cdi-uploadproxy@sha256:6cc5cc7bc8485c036209299b0ba1d50d2b416bccfa5999ab5d6e73bb60f963fb                          application/vnd.oci.image.manifest.v1+json                sha256:6cc5cc7bc8485c036209299b0ba1d50d2b416bccfa5999ab5d6e73bb60f963fb 177.5 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
registry.suse.com/suse/sles/15.7/cdi-uploadserver:1.64.0-150700.9.6.1                                                                             application/vnd.oci.image.manifest.v1+json                sha256:a9b35d43c844b9e5bd7e1dabf45eaa98d31fc73d0ddeb09cc46c22bd23c7ba87 196.4 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
registry.suse.com/suse/sles/15.7/cdi-uploadserver@sha256:a9b35d43c844b9e5bd7e1dabf45eaa98d31fc73d0ddeb09cc46c22bd23c7ba87                         application/vnd.oci.image.manifest.v1+json                sha256:a9b35d43c844b9e5bd7e1dabf45eaa98d31fc73d0ddeb09cc46c22bd23c7ba87 196.4 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
registry.suse.com/suse/sles/15.7/libguestfs-tools:1.7.0-150700.3.21.1                                                                             application/vnd.oci.image.manifest.v1+json                sha256:cd1903424a81eb29b9f89ac94e858263869790d33b6f718a858f7e23f2b001df 695.6 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
registry.suse.com/suse/sles/15.7/libguestfs-tools@sha256:cd1903424a81eb29b9f89ac94e858263869790d33b6f718a858f7e23f2b001df                         application/vnd.oci.image.manifest.v1+json                sha256:cd1903424a81eb29b9f89ac94e858263869790d33b6f718a858f7e23f2b001df 695.6 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
registry.suse.com/suse/sles/15.7/virt-api:1.7.0-150700.3.21.1                                                                                     application/vnd.oci.image.manifest.v1+json                sha256:55a916fe0c8153b41ba980a86a727b0ac1a2e6f2d4d47a7d9604fc502545b232 196.6 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
registry.suse.com/suse/sles/15.7/virt-api@sha256:55a916fe0c8153b41ba980a86a727b0ac1a2e6f2d4d47a7d9604fc502545b232                                 application/vnd.oci.image.manifest.v1+json                sha256:55a916fe0c8153b41ba980a86a727b0ac1a2e6f2d4d47a7d9604fc502545b232 196.6 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
registry.suse.com/suse/sles/15.7/virt-controller:1.7.0-150700.3.21.1                                                                              application/vnd.oci.image.manifest.v1+json                sha256:45ddaa32ac9e6010cfd8f48f87d8d4103c84d07cd68160f8d243c9511e8aef84 194.9 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
registry.suse.com/suse/sles/15.7/virt-controller@sha256:45ddaa32ac9e6010cfd8f48f87d8d4103c84d07cd68160f8d243c9511e8aef84                          application/vnd.oci.image.manifest.v1+json                sha256:45ddaa32ac9e6010cfd8f48f87d8d4103c84d07cd68160f8d243c9511e8aef84 194.9 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
registry.suse.com/suse/sles/15.7/virt-handler:1.7.0-150700.3.21.1                                                                                 application/vnd.oci.image.manifest.v1+json                sha256:2e605de080270c1b8f1402f480bb6f66a949b76116a3112fbbdfe351b51a8917 246.2 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
registry.suse.com/suse/sles/15.7/virt-handler@sha256:2e605de080270c1b8f1402f480bb6f66a949b76116a3112fbbdfe351b51a8917                             application/vnd.oci.image.manifest.v1+json                sha256:2e605de080270c1b8f1402f480bb6f66a949b76116a3112fbbdfe351b51a8917 246.2 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
registry.suse.com/suse/sles/15.7/virt-launcher:1.7.0-150700.3.21.1                                                                                application/vnd.oci.image.manifest.v1+json                sha256:86046fc365bf831557858075a3e16c61ad0032d7a4e8f1d04cfe1545f4afd89a 520.7 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
registry.suse.com/suse/sles/15.7/virt-launcher@sha256:86046fc365bf831557858075a3e16c61ad0032d7a4e8f1d04cfe1545f4afd89a                            application/vnd.oci.image.manifest.v1+json                sha256:86046fc365bf831557858075a3e16c61ad0032d7a4e8f1d04cfe1545f4afd89a 520.7 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
registry.suse.com/suse/sles/15.7/virt-operator:1.7.0-150700.3.21.1                                                                                application/vnd.oci.image.manifest.v1+json                sha256:fddfd20f122b50ec328050086e1079555fd895fb04e0892a330d984f4364da18 196.8 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
registry.suse.com/suse/sles/15.7/virt-operator@sha256:fddfd20f122b50ec328050086e1079555fd895fb04e0892a330d984f4364da18                            application/vnd.oci.image.manifest.v1+json                sha256:fddfd20f122b50ec328050086e1079555fd895fb04e0892a330d984f4364da18 196.8 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
registry.suse.com/suse/vmdp/vmdp:2.5.5                                                                                                            application/vnd.oci.image.manifest.v1+json                sha256:a758b8aa4be82fea088b51e4530c0b0c48b10084b1492d30b574d38204bfdece 44.2 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
registry.suse.com/suse/vmdp/vmdp@sha256:a758b8aa4be82fea088b51e4530c0b0c48b10084b1492d30b574d38204bfdece                                          application/vnd.oci.image.manifest.v1+json                sha256:a758b8aa4be82fea088b51e4530c0b0c48b10084b1492d30b574d38204bfdece 44.2 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:0162d48311e873359f269deb76928135f7ee7034c22055605cf915b0f985dc1a                                                                           application/vnd.oci.image.manifest.v1+json                sha256:1b7cb7c071e37203ad826f4a2196674ae7b3bae608fd24e71d33750fba54c916 144.4 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:06b45f22ad5bd867a091d80caf5d63cd338386daa88960324c30e0a4df93d3b8                                                                           application/vnd.oci.image.manifest.v1+json                sha256:2e605de080270c1b8f1402f480bb6f66a949b76116a3112fbbdfe351b51a8917 246.2 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:0884c942f49427b932e6fee742bca8eabe9208640fa9604cac71f79a881322b7                                                                           application/vnd.oci.image.manifest.v1+json                sha256:dd0afd47afd5d0783460ec4c0354d922006c9b9dc497b030765b6f0119800904 125.7 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:08c0ecf69c24235da115aeee386ffad11e741edf0e8ecb4abca26b68e88e70de                                                                           application/vnd.oci.image.manifest.v1+json                sha256:f4dc0a29338aaf11f23187dd740cb07c9fd054500f77f1a62c64d1603fe72329 91.3 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:093f41e14f8ab126da80ab6c9c0ab0ce66c1f55857c48fe41c0727a9af073ecc                                                                           application/vnd.oci.image.manifest.v1+json                sha256:b655be4ee2207547c2903ee693af955474fcfc50b4d9c5eddd7fead9d9eb82bb 259.7 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:0c6b110268fe97994047a0be293e7389ac2f1b9a3a614bf2b4c3513f211b41b4                                                                           application/vnd.oci.image.manifest.v1+json                sha256:d1c1da1f601ce9dc5086df797288209a946a7c8fb0a3a71f028c7690ee422ffa 63.9 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:0ca0bc7165b093eb3836adb1cb113dad890fc0380d58f99105e96ab11d336582                                                                           application/vnd.oci.image.manifest.v1+json                sha256:42a34eb710c6b47b3adfc78305b90d2c410f097ddbc1e0e5c76f7e8509dd11e6 66.9 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:0fe7c7b5dbcd3586636c2a9c83e8080fd255a317a8128c8521fa663d1bdd1803                                                                           application/vnd.oci.image.manifest.v1+json                sha256:4a476be2b81f46f068df09aebb9699ff73c9d773c17584c4a8fb14d87a2dee14 153.7 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:14a01eedb84cadbeee7f6b5891bf7ca7fee37355fd603d7e09a0a2507cbeb7a8                                                                           application/vnd.oci.image.manifest.v1+json                sha256:55a916fe0c8153b41ba980a86a727b0ac1a2e6f2d4d47a7d9604fc502545b232 196.6 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:14baaf2cf78536736bf39a238008520b396d85e2355ad8b714049890b490d592                                                                           application/vnd.oci.image.manifest.v1+json                sha256:b4a85cb60b5a882858307a0fd845ee5f951d6097d5ed35fd7f58b5afadac39d7 42.6 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:14f9ada0b4867ef7771ab128532519b63195605a30a2e0f214bc2de3b48cdc9f                                                                           application/vnd.oci.image.manifest.v1+json                sha256:2af54e7da915324fa64c074d802d9053ad95c92cd7300f937ecd37fe93680770 189.6 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:1725e17bd63917a5bb81f3ca6cd552f77bef007188dad9faaeccd73f4062b450                                                                           application/vnd.oci.image.manifest.v1+json                sha256:6472524ba4193af06b7f7eda6472215136ef417bb9295b447941af74afc8d098 88.5 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:1ac1f3992507385d29f01acb8dd046979a49e2ee077c72f848809754c00c6920                                                                           application/vnd.oci.image.manifest.v1+json                sha256:a09b4b90d053e437ad1006ed376aabd27aee77c19ebdcc249cf3bbccb2549b48 58.1 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:1ec316a787cab7ada0ef0ffc7d26dffd64d52f28af205b09683a170918ceb2ba                                                                           application/vnd.oci.image.manifest.v1+json                sha256:911b1153436691ce69920ecf35c642e213f8bcfdd70de6a77525c183f278e547 120.4 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:275e1ff3332778145f7ad896a6be2c9bc001c4f03e2143f154d4d335154baaf2                                                                           application/vnd.oci.image.manifest.v1+json                sha256:f75721383c8380a69d27218623033df1eddc0d7d9c1fbc91c21ea741a6e83a7d 1.3 GiB   linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:2a843f3e131e86350a5220dd8d116b5b0dfd77a8365144cf3c9c61f0467f161d                                                                           application/vnd.oci.image.manifest.v1+json                sha256:18ba015f68fae5e7f5afbc8854eaa3a037f00eb9285f7530811c2a24012447e7 205.1 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:2b14a89d77b006500f57e7ec195fd76d856451113c7ddb7c44afa47db87e9243                                                                           application/vnd.oci.image.manifest.v1+json                sha256:e2bb7d65e7ba7e7f807cab363006a1dfa3daaee28ef7564cc1c34c926444308c 250.3 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:325f5a05e7a20874e99ee22b58a6c0b0485bbd4988eaf0f2f227bb70ad6623aa                                                                           application/vnd.oci.image.manifest.v1+json                sha256:3826f2b7766690f86a20589a66fced94d2e0477d8a0ef2630645a44fb38997df 245.3 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:32a530d9512d46a156aa49dab2ed200cf6a52cc8651ad8ac0e5df90951e4645b                                                                           application/vnd.oci.image.manifest.v1+json                sha256:c038fddfdcca9a32be887b0da76b1ef33cef1398830d5e79bbef253797a6ae7d 246.6 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:33f67db828b028fc97e844c94c49c0a8ee75c8f07f7637dd6aa381c38ac025d7                                                                           application/vnd.oci.image.manifest.v1+json                sha256:a758b8aa4be82fea088b51e4530c0b0c48b10084b1492d30b574d38204bfdece 44.2 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:38ae1b6759b014a5a830012cab01e2b686f4ab2ae1efc6895b641434877c4d11                                                                           application/vnd.docker.distribution.manifest.list.v2+json sha256:5baeb4a6d7d517434292758928bb33efc6397368cbb48c8a4cf29496abf4e987 12.8 MiB  linux/amd64,linux/arm/v7,linux/arm64,linux/ppc64le,linux/s390x,windows/amd64 io.cri-containerd.image=managed                                                              
sha256:3bba96c2e4e64c7706dc80500475f8a6e8db3e3db7ce3d7fcbc4688d7cf8a6cc                                                                           application/vnd.oci.image.manifest.v1+json                sha256:555a56661f08f8cf3370f60e9e72b8df327deda8197b018fa6b12af4afedcdb3 86.2 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:3c232648783e28d627cfe0baa2055164e748d64b0697935f6dbde809b11bf2b3                                                                           application/vnd.oci.image.manifest.v1+json                sha256:39addb15b650edb590c9d5fc8559078d1e3e47a61079c8981da0a3afea411c1a 86.6 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:3d32c77522f77077b2927187e04a21abafdc882b5ed297b365fdce7a695fc092                                                                           application/vnd.oci.image.manifest.v1+json                sha256:e053588942b0f141385613b5acb1cf5479ee1a7e447abf854fd9b7e52109d0ca 246.9 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:413c96aa20b82cd82425b4df7c27a8466f97bbfb66576be14e57dd4f9c23c17c                                                                           application/vnd.oci.image.manifest.v1+json                sha256:03b6282e323b9caccafde0b43f25dfc4445e6b63b7b10de315482ef372198f41 151.2 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:438c692b0cb6d50af207439fba2bae492a64b3469a263246bdeb9179b2ee9601                                                                           application/vnd.docker.distribution.manifest.list.v2+json sha256:a18e989a93722e43885120e90bc1d0da0740fcbf44bc10403572b368b9800606 10.3 MiB  linux/amd64,linux/arm/v7,linux/arm64,linux/ppc64le,linux/s390x,windows/amd64 io.cri-containerd.image=managed                                                              
sha256:4634f22be5e170c376462e9f6edf6881f540cdcf00bca6a90901fe57128c1580                                                                           application/vnd.oci.image.manifest.v1+json                sha256:4696f5c0e5445a9b4ec2fefb0a6261a742ea06f5bc182073fdc8bdfd3a7eee30 246.6 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:477e9369f2d9886e4be9ed4b183f61732c8cf44ed183922df850c94f730bb6d0                                                                           application/vnd.oci.image.manifest.v1+json                sha256:13167d692c3ac9eef2b8900f90f998bb853e2ba2043b194c601dc28271d22d6a 214.4 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:48fbc8115d7f0af4b09aafb3221968e150a74dbeae2b0064544e47a06f0ae334                                                                           application/vnd.oci.image.manifest.v1+json                sha256:11cb2f9f81550b65509e6f9ca2167500096fd1f924b0527e14d4cf26ee5838f3 340.6 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
